COMMENT_ID,AUTHOR,DATE,CONTENT,VIDEO_NAME,CLASS
Ugwh9-Ys8SYXkX67b1x4AaABAg,beccasullivan1634,2025-01-26T04:33:00,"Watched the movies this week and my husband got mildly annoyed when I started giggling at ""tell me where is Gandalf for I much desire to speak with him"" 😂😂",taking the hobbits to isengard,2
UgykkYTbOax6xShIUQt4AaABAg,Wesker236,2018-09-08T19:48:43,an ancient meme from ancient times when the land of youtube was rich and full of life. y'all should pay some respects also Rest In Peace Erwin Beekveld By creating he gave us so much joy,taking the hobbits to isengard,2
UgzYLxQSfb67kdpm_pZ4AaABAg,scifislack,2019-05-13T17:26:57,One meme to rule them all one meme to find them. One meme to bring them all and in the dankess bind them.,taking the hobbits to isengard,2
UgwcvwgjJWAnrLB2XV14AaABAg,shiltoklady,2024-06-18T03:14:12,Youtube asked me how would I describe this video. I said it's life changing.,taking the hobbits to isengard,2
Ugx4U0Vjw2NN0MfpByx4AaABAg,Jhost90,2024-10-25T19:09:43,It was 18 years ago.  Life was simpler I was happy and this here is a testimony to those times.  Cheers,taking the hobbits to isengard,2
Ugw9WkbcuBsvBCBtKAt4AaABAg,maddog526,2021-03-02T21:46:04,Fun fact: Orlando Bloom and Peter Jackson actually listened to this.,taking the hobbits to isengard,2
UgxRfKWKL4UEwhTuD6B4AaABAg,4thQuarterLetDown,2024-01-09T08:07:20,The original creator of this Erwin Beekveld died of lung cancer in 2022.  RIP to a legend,taking the hobbits to isengard,2
UgzxomgiRYaBo8iZ2D14AaABAg,roastedcookie2855,2020-09-06T12:43:18,the quality might be 240p but its 4k in my heart.,taking the hobbits to isengard,2
Ugyo5eAfUmbN_Py7zeB4AaABAg,demarko3245,2025-01-08T17:13:37,Woke up this morning with this stuck in my head. I dunno why. I haven't listened to it in years. So had to pop in and listen yet once again.,taking the hobbits to isengard,2
UgwODUnX8Hr3LLng7iR4AaABAg,blueducks0,2021-06-18T01:32:51,Orlando bloom: delivers a beautiful performance in his role for LOTR. The internet:,taking the hobbits to isengard,2
Ugw5tVlvFc73-sjsh254AaABAg,mariovukovic8841,2020-01-08T19:47:57,Almost 14 years later and they're still taking the hobbits to Isengard.  Edit: It's officially 14 years old today! Edit: Jesus 15 years old already!,taking the hobbits to isengard,2
UgwE7tHGNWTBg4XAzv94AaABAg,Brick_One_A_Lego_Story,2020-01-18T11:22:28,-They're taking the Hobbits to Isengard. -After all these years? -Always.,taking the hobbits to isengard,2
Ugwx1Pdcw08kqtjeO3F4AaABAg,emmaarwen5372,2025-02-17T19:33:05,I can’t believe it’s 2025 and they’re still taking the hobbits to Isengard,taking the hobbits to isengard,2
UgxSSiWAFgD8PDDPahB4AaABAg,thecringelordiguess3906,2020-06-09T13:33:59,This song will be in the credits when the internet is over,taking the hobbits to isengard,2
Ugwocq4Oz2SsSi7WBx94AaABAg,sammack1890,2020-09-13T23:10:43,"""They're taking the Hobbits to Isengard"" Legolas said calmly.",taking the hobbits to isengard,2
Ugw48CuWhmJ6Ppdn4KF4AaABAg,iNabber,2021-01-06T12:55:30,32 million views all from manual search no one had this in their recommended. and that's beautiful.,taking the hobbits to isengard,2
UgwxIUmkkTqamWQCN854AaABAg,lawlmatty712,2025-02-23T17:56:44,18 years later and still an absolute banger xD this gets stuck in my head an unhealthy amount of times,taking the hobbits to isengard,2
Ugxu4l_qRByT1IKcWZp4AaABAg,iwanttobelieve9496,2022-02-12T14:47:41,"This needs to be placed in the National Film Registry and labeled ""culturally historically or aesthetically significant"".",taking the hobbits to isengard,2
UgwkZmPttyUlqZqxii14AaABAg,tonyisengard8285,2020-05-21T16:31:53,This is still the most necessary and best thing modern humanity has achieved,taking the hobbits to isengard,2
UgwsUn7Adfwf-tS7FIN4AaABAg,kuribayashi84,2019-10-10T19:55:39,I'm just so glad that this meme went full circle when Orlando Bloom in costume sang this on the set of The Hobbit.,taking the hobbits to isengard,2
Ugyf7ORRp-TqAZ345Tp4AaABAg,fallen6060,2025-02-13T22:01:24,Despite Gollum's words we did in fact come back.,taking the hobbits to isengard,2
UgzmV4DkjG0RYbCnjCd4AaABAg,jacklynwatts9609,2019-09-19T00:04:10,The moment you realize that even Orlando Bloom has seen this and even sang it.,taking the hobbits to isengard,2
UgxwrCpgkpM1E4QsxQJ4AaABAg,belmiciopussolini6107,2019-11-23T12:14:24,13 years later they're still taking the hobbits to Isengard. Talking about dedication.,taking the hobbits to isengard,2
UgxOgza1M43tcx9ev7d4AaABAg,wraein,2021-11-11T03:21:01,15 years ago someone heard the line “They’re taking the hobbits to Isengard” and thought “this is gonna be the funniest shit” and they were right,taking the hobbits to isengard,2
Ugxz-6z78WDS1xaERYV4AaABAg,artekfin,2024-12-29T18:05:51,18 years has this classic been out and it only gets better every time!,taking the hobbits to isengard,2
UgzpDsh1gbXyGKdPAox4AaABAg,WilburnA,2021-04-02T14:07:38,I just made this my ring tone.  Now its the one ring to rule them all.,taking the hobbits to isengard,2
UgyXoyzhLj91-040L0p4AaABAg,Sehnsuchtversteckt123,2023-01-01T12:40:29,2025 and they're still taking the hobbits to Isengard,taking the hobbits to isengard,2
UgzFxaelvsujoawF8194AaABAg,daka-_-4370,2019-08-13T09:50:18,In 2219 the scientists finds this video : - what is that ? - its ancient relic from earth .,taking the hobbits to isengard,2
UgyyY14m52tA7JfoVBB4AaABAg,Jstchillin581,2025-01-20T15:37:53,This needs to be on Spotify,taking the hobbits to isengard,2
UgyWxau8Gy23Pu2htjd4AaABAg,Whimsy3692,2022-12-01T22:34:40,I love how Orlando Bloom has ACTUALLY seen this and actually thinks it's funny lol.,taking the hobbits to isengard,2
UgyOWopkZq_FPqFtR594AaABAg,ni-237k7,2020-11-23T17:52:45,The four horsemen of old memes:  -Taking the hobbits to Isengard -Why is the rum gone? -Trolling Saruman -Voldemort's laugh Sparta remix,taking the hobbits to isengard,2
Ugy34BJVJb4mOPNe9GR4AaABAg,Jesse-ej6jo,2021-09-01T18:55:57,The fact that there's also a video of the actual cast singing along to this must feel so awesome. To not just have made an impact on a lot of lives but also culturally,taking the hobbits to isengard,2
Ugw4Z_pK936C83_PoVV4AaABAg,Demonoob223,2025-02-04T05:27:35,I came here from a tumblr post where someone said that people on campus somewhere drowned out nazis by blasting this every time they spoke. I love this song with all my heart now that I’m listening to it it’s so perfectly silly,taking the hobbits to isengard,2
UgyelDiGuUsYSoLYUMV4AaABAg,magorzatagraczyk6195,2020-06-16T13:42:02,It is quarantine we still can’t go out but they’re still taking the hobbits to Isengard.,taking the hobbits to isengard,2
UgzOOk9dhkOWGQ6rUtx4AaABAg,mars7458,2022-05-18T20:46:32,This is a true masterpice even after almost 2 deceades the fandom is still thriving and this is still its anthem,taking the hobbits to isengard,2
Ugx6FAxtWF6Hy0-kEwB4AaABAg,LilSunny1986,2024-02-16T23:26:47,17 years later and this song is still living in my head rent free.,taking the hobbits to isengard,2
UgxGetVbwC6ieBtTX-B4AaABAg,MrTheripper619,2025-01-09T15:12:47,This randomly popped in my head today remembering the best times,taking the hobbits to isengard,2
UgzrJBaWmE1eDujmgg54AaABAg,snule349,2021-02-02T12:14:05,14 years later and people are still manual searching this there is a whole community of people just bopping to this song,taking the hobbits to isengard,2
Ugxn-r-lheneO25hwYR4AaABAg,braedon2313,2021-06-04T06:13:29,If only we could show J.R.R Tolkein that his books would lead to the creation of this masterpiece.,taking the hobbits to isengard,2
Ugx5iEi71G0XJHFQTR54AaABAg,OneTopic,2021-02-20T21:47:50,I love stumbling across classics I heard when I was a kid.,taking the hobbits to isengard,2
UgzHmgi-wDaPj352zbp4AaABAg,EmmyWolf96,2025-03-12T03:30:24,Me and my sister used to binge this together in middle school and now we watch it with our daughters lol.,taking the hobbits to isengard,2
Ugzj1z5Hpd50wf4m9Tt4AaABAg,cinderwarrior6867,2022-01-04T14:33:55,"Legolas: ""They're taking the hobbits to isengard"" Aragorn: 👁👄👁",taking the hobbits to isengard,2
UgyVxaMiCoDSSzGem7d4AaABAg,cooleycat89,2022-01-11T20:21:16,Smeagol should really consider getting his hearing checked. Legolas literally told him 100x and he still can't hear.,taking the hobbits to isengard,2
Ugz0sHjKuBBcS-DLsWZ4AaABAg,jamlym4974,2024-07-05T22:49:46,18 years old my goodness.   You haven't aged a day.,taking the hobbits to isengard,2
UgweQfHnp827yC_cfRt4AaABAg,Caiecaie,2020-03-19T19:20:54,Now let’s add this to the Corona quarantine playlist,taking the hobbits to isengard,2
UgwVyWnWLya5EJd-8RR4AaABAg,bainbonic,2019-06-23T14:23:01,Roses are red Rhyming is hard *They're taking the hobbits to Isengard!*,taking the hobbits to isengard,2
UgxRXBeu_8LaY3qgCH94AaABAg,anthonyrivera8716,2018-12-11T22:39:22,A true relic lost in time. More precious than the one ring itself.,taking the hobbits to isengard,2
UgwU4IasVZj8PvfXSrd4AaABAg,otttimon5654,2025-01-28T21:27:54,I still find the ”Tell me where is Gandalf”-part much funnier cause the actors pronounce everything with so seriously,taking the hobbits to isengard,2
UgyE-DPsOV1Lr35aZld4AaABAg,velma5012,2021-04-01T02:50:51,Whenever someone asks “what did you say” I’m so tempted to belt this song,taking the hobbits to isengard,2
UgyEtYpk3NwdNQbfdWB4AaABAg,valdemarbrodersen3492,2021-01-07T19:34:22,This is one of pillars that are keeping the internet together,taking the hobbits to isengard,2
Ugz3S4Lodmofgbswtsd4AaABAg,Nedmac,2024-07-04T16:43:52,“Tell me where is Gandalf for I much desire to speak with him” goes unexpectedly hard,taking the hobbits to isengard,2
UgxkW87pRDXdO78Smn14AaABAg,Jack-bo5uq,2025-01-11T16:15:42,This is and probably forever will be the best thing that was ever published on YouTube,taking the hobbits to isengard,2
UgwhltZ4jH9sImYXBo14AaABAg,guineverepriddy5289,2019-08-25T17:39:28,there will come a day when they stop taking the hobbits to Isengard but it is not this day.,taking the hobbits to isengard,2
Ugx6WJ0h_0N-1ka9IrV4AaABAg,Grubbie_Mubbie,2020-08-18T12:19:03,“LEAVE NOW AND NEVER COME BACK”  Me searching for this periodically : No I don’t think I will,taking the hobbits to isengard,2
UgzDHxuAhv40RbNne7p4AaABAg,kadenwai2006,2024-04-05T21:40:54,"""So what kind of songs do you listen to?""  Me: ""It's complicated...""",taking the hobbits to isengard,2
UgzSP-nTuOh-_baRYvV4AaABAg,LandoDaLover,2025-03-29T13:19:01,The rohan speech brought me. And I'm unapologeticly proud of it.,taking the hobbits to isengard,2
UgydW-Ad4qh7F1KiPQV4AaABAg,nps86,2021-07-09T16:47:56,"""Go now and never come back!""  33 Million People: *Never!*",taking the hobbits to isengard,2
Ugzb9X5Bzy9VJ1PDKpt4AaABAg,ANDR3alfaro,2020-07-21T07:14:14,"14 years later and I still hear ""Tell me where is Gandalf as I much desire to sleep with him""",taking the hobbits to isengard,2
Ugw77VlL4tFa4Iz2C4R4AaABAg,jaichawynski9831,2021-09-08T02:01:45,I saw the extended trilogy at the Astor Theatre in Melbourne in early 2020 and “they’re taking the hobbits to Isengard” got the biggest applause of the entire trilogy.,taking the hobbits to isengard,2
Ugw7tvIkAi73pZz645J4AaABAg,danielquintiliano9612,2024-12-08T01:20:19,I was about 17 years old when a friend showed me this video and I was enchanted. Today I'm 37 and I still remember the video. So I think about the good times I had with friends 💛. This video is part of the history of the internet and the history of many people. It's definitely part of mine ;),taking the hobbits to isengard,2
UgwX1Xky2j8beGWc4yB4AaABAg,richardmann2019,2020-01-04T18:02:52,*Someone:* what kind of music do you like  *Me an intellectual:* It’s complicated,taking the hobbits to isengard,2
Ugx8BI4nALTefFrV38p4AaABAg,captainsmoke1612,2020-11-03T02:19:38,Fun fact: They never took the Hobbits to Isengard.,taking the hobbits to isengard,2
Ugyp5_jHTSninDzfQ4B4AaABAg,africaisacontinent2149,2020-03-23T12:05:18,One does not simply go to Isengard without taking the Hobbits along,taking the hobbits to isengard,2
UgxVEHpMRrLYOmVmghJ4AaABAg,Eisenbison,2025-01-04T16:23:20,The meme still lives in 2025  There's hope for humanity after all,taking the hobbits to isengard,2
UgzZGm0Zr_jU-lPOS1N4AaABAg,Kale13000,2021-12-04T15:35:35,We need an extended extended edition in which after Aragorn says “legolas what do your elf eyes see?” This suddenly starts playing,taking the hobbits to isengard,2
UgyiF79gDNnlep3eriN4AaABAg,MaiCohWolf,2021-10-01T18:54:53,"Gollum: ""Leave now and never come back!!"" Everyone: (hits replay)",taking the hobbits to isengard,2
UgzYrAyfrHj3KcXCOHh4AaABAg,Blarg6306,2023-12-07T01:23:33,Welcome back.  This not your first time. Nor will it be your last.,taking the hobbits to isengard,2
UgwYROgEN8gwjhb87Z54AaABAg,OddOpinion_,2025-01-08T14:46:06,Every rewatch of this scene I go back to this gem before continuing the movie. 😂 it’s a must.,taking the hobbits to isengard,2
UgxvyPgcp5XPHnR_fvx4AaABAg,comentaristadecomentarios5054,2021-04-26T07:23:09,This song is what humanity needs to achieve peace. 46 thousand comments and no negativity just people commenting on how good it is to be here again.,taking the hobbits to isengard,2
Ugw3hu2Kv9kQo3Gww9h4AaABAg,jaceyking5015,2022-09-28T03:55:25,Y'know sometimes I really miss this era of the internet.,taking the hobbits to isengard,2
UgxufviGuVHBWMrMxjZ4AaABAg,nickm9893,2021-01-20T00:27:36,*THEY’RE TAKING THE HOBBITS TO ISENGARD!*  Aragorn: 👁👄👁,taking the hobbits to isengard,2
UgyCwdiQsJwGrIk1fOB4AaABAg,GreasyEmma,2024-11-02T18:23:50,I honestly think I shed a tear watching this it’s too beautiful for words,taking the hobbits to isengard,2
Ugy0B8azXlIvVAheQAF4AaABAg,hannahgould7822,2019-07-24T01:56:21,People: What sort of music do you listen to??  Me: It's complicated...,taking the hobbits to isengard,2
UgzMPXNKEd7UbfIG_M14AaABAg,NikkiDavis2767,2020-02-18T00:16:30,Me: *innocently watches The Two Towers for the first time since like 2008*  Legolas: They’re taking the hobbits to Isengard!  My memory: THEHOBBITSTHEHOBBITS THEHOBBITSTHEHOBBITS ⚡️💃🏻🌀,taking the hobbits to isengard,2
UgxTOPuqtUyIP9Qv_cV4AaABAg,backhandok,2020-01-10T21:00:16,"*Youtube in 2020* ""Hey wanna see Hobbits to Isengard?""   *Me* ""What did you say?""",taking the hobbits to isengard,2
UgzsbBJ4TmcVlJB9t_94AaABAg,angrycowboy7782,2021-02-28T06:46:53,14 years ago. I feel old. Terribly old. Like butter scraped over too much bread,taking the hobbits to isengard,2
UgxSfZ4dLvh3BU2sOxp4AaABAg,johnvincent1823,2019-12-19T04:49:05,Not only does LOTR have a compelling story powerful dialogue memorable characters epic action and gorgeous visuals. It is also a meme goldmine.,taking the hobbits to isengard,2
UgxxrYhZHjR9hE-5GXp4AaABAg,antonifilipiak9163,2020-06-10T09:53:02,My friends: What are you listening to?  Me: It’s complicated.,taking the hobbits to isengard,2
UgyzuUJs2v6NGLOnbjR4AaABAg,ploom493,2025-02-20T21:56:36,Nice to see that people still enjoy classical music like this,taking the hobbits to isengard,2
UgzgJTr5SR5kg1lgxJR4AaABAg,calanonash,2020-09-20T00:22:58,"The song: ""Leave now and never come back!""   Guess none of us listened...",taking the hobbits to isengard,2
UgzDi5v-XnW3W0ZGUDB4AaABAg,Blue4n,2022-08-29T01:15:50,The base line that kicks in at 1:00 has lived rent free in my head since I first saw this almost two decades ago.  It is like a splinter in my mind's eye...an extremely catchy and funky splinter.,taking the hobbits to isengard,2
Ugx904a7UzE0Eivn0Tp4AaABAg,local_funny_man3174,2018-09-10T05:38:00,Orlando bloom actually saw this and started singing it during the production of the hobbit the battle of the five armies while he dressed up as Legolas and it was so cool,taking the hobbits to isengard,2
Ugywfr1oaxXrifCRJqJ4AaABAg,bronsonkelly651,2024-11-14T02:19:05,Started watching the Two Towers with my girlfriend today. And she’d never seen this video. Thank you Erwin your memory lives on 18yrs after your posting and years after your passing❤,taking the hobbits to isengard,2
UgxQc0fCsg4AePjsN4l4AaABAg,vrmn8tr,2021-03-12T00:35:19,Almost 15 years have passed and I still can't watch LotR movies without laughing my ass off of  the scenes of this legendary masterpiece.,taking the hobbits to isengard,2
Ugxp7mORGaHlkeBQm9Z4AaABAg,cryptidian3530,2023-11-12T13:17:30,This is what YouTube was made for. Not influencers selling overpriced makeup products.,taking the hobbits to isengard,2
Ugx6r6jeRNlial4nP094AaABAg,xxcutekawaiigamerxx9517,2020-07-31T22:35:58,And Orlando bloom actually sees this and sings with it-,taking the hobbits to isengard,2
UgxyAL-mUVLKMBLbIE94AaABAg,benjammin5252,2025-01-14T16:15:55,I remember every time I used to hear this part of the movie I always thought it low key sounded like a song. I used to repeat it like he did to myself. Once I saw this on albino black sheep I thought “I knew I wasn’t alone!”,taking the hobbits to isengard,2
UgxeNm3cSQWS5gSLAOB4AaABAg,TheYodadrunk,2018-04-12T17:24:01,kids this is how your forefathers have laid the foundation stone to memes. pay your respects.,taking the hobbits to isengard,2
Ugy_LVd6yyH-Ehj_K1V4AaABAg,shmooatlas9993,2019-03-25T08:34:57,2001: started taking the hobbits to isengard 2019: they are still taking the hobbits to isengard 2054: i honestly think they will still be taking the hobbits to isengard,taking the hobbits to isengard,2
UgyR3HHn_FcmmcjD4y54AaABAg,YuruyenKamera,2020-10-27T16:09:45,Tolkien would be proud,taking the hobbits to isengard,2
Ugyw8CqmuC6ZxJ8PpQl4AaABAg,gobshmack,2025-02-28T09:29:58,Everyone on the Internet has a contractual obligation to return to this video at least once a year.,taking the hobbits to isengard,2
Ugwumkbqj7PpjHf0ydJ4AaABAg,madelined3079,2020-06-03T19:12:57,This is more precious than the precious,taking the hobbits to isengard,2
UgwJq9uLtAFEM_FglxR4AaABAg,TheDeltros,2024-09-12T16:52:33,RIP Erwin Beekveld you lived enough to see your creation to be sung by Orlando Bloom,taking the hobbits to isengard,2
Ugzk17eIztCmVYJxu-N4AaABAg,FreedomFighter1759,2021-02-18T11:14:10,I hope in 2000 years historians study this to find out what early internet life was like,taking the hobbits to isengard,2
Ugyhdw2Fy1vTGNRtCTJ4AaABAg,HandcraftsByMommaKupo,2025-01-12T20:25:38,Just showed my kids all of the movies now we're watching these.,taking the hobbits to isengard,2
UgwBseqNJpLjENOAJnN4AaABAg,quinntastrophy4189,2020-01-08T05:29:30,This is a holy relic that must be preserved and remembered for eternity.,taking the hobbits to isengard,2
UgxKLnDm6-ERi68PSCh4AaABAg,robertveerman8022,2018-04-21T05:10:11,12 years and the hobbits are still being taken to Isengard,taking the hobbits to isengard,2
UgxolGRJbjTGbWdvrUR4AaABAg,8centimeter,2020-02-29T23:18:27,Me as a dad: Son : DAD dad what did you watch and listen to when you were a kid ? Me : [Eyes full of tears] Oh son. You wouldnt understand.,taking the hobbits to isengard,2
UgxPOeFvfJHPLHJEZkd4AaABAg,MatzQ,2024-12-06T19:20:37,"The Two Towers just came in Finnish television and the very second that Legolas said ""they are taking the hobbits to Isengard"" this legendary song pop in to my head💪",taking the hobbits to isengard,2
Ugzgia8PrR3Kjro5iQ54AaABAg,HumbleAshe,2023-04-01T06:58:50,The fact that this is over 16 years old and even the crew working on the Hobbit referred to it BTS is totally iconic.,taking the hobbits to isengard,2
Ugxr-l3ZB0Vdp_fTqol4AaABAg,bc2222,2020-09-09T08:19:58,One does not simply take the Hobbits to Isengard.,taking the hobbits to isengard,2
UgyI7J2odeE9eU51M6x4AaABAg,bossmanettv6503,2020-04-16T17:25:02,I really like the part when they take hobbits to Isengard,taking the hobbits to isengard,2
UgyHLNuUCfLL1pZdpBh4AaABAg,mikehoward4546,2025-03-05T02:07:47,My life was better back when I was singing this at work everyday in 2006.,taking the hobbits to isengard,2
UgwQN7iwOQe1xxUI83d4AaABAg,beat00t10,2020-08-23T15:04:27,The quality’s godlike for 2006 Jesus Christ,taking the hobbits to isengard,2
UgzwpHhr165Tf9EQK4p4AaABAg,Nick-qq2nq,2020-02-26T21:56:42,Doctor: you have two minutes and ten seconds to live.  Me a man of culture: .......,taking the hobbits to isengard,2
Ugz-Y34ChfpSykHbHZx4AaABAg,melolevesque3006,2020-04-11T01:27:48,Me: *watching the two towers for the first time in like 10 years*  Legolas: They're taking the hobbits to Isengard!  Me: thehobbitsthehobbitsthehobbits,taking the hobbits to isengard,2
Ugzp3xxlhxKr5UL6cZx4AaABAg,tobyjohnson2771,2025-02-13T02:37:44,Spinning this track at my mates LOTR themed wedding cannot wait,taking the hobbits to isengard,2
UgzHl1QsimQVKRpaPiF4AaABAg,Grodon-mf3ho,2025-02-02T03:29:51,Bro I was howling like an idiot in 4th grade at this video with my boys when it first came out. Now Im 30 with my first kid on the way in 2 months….so surreal 🥲,taking the hobbits to isengard,2
UgziAXtCEMbrBzmeTqp4AaABAg,iamliterallyme,2021-02-17T22:31:30,LotR books: Books at their best LotR movies: Movies at their best This video: The internet at its best,taking the hobbits to isengard,2
Ugx8gTjDm8O-00m-Tqp4AaABAg,nomeutentenondisponibile7294,2021-03-26T11:08:11,the guy who made this surely didn’t know that he was writing the story of internet,taking the hobbits to isengard,2
UgiVN-IjcKs4c3gCoAEC,gtabigfan34,2015-08-30T16:02:59,/!\WARNING/!\  No hobbits were harmed killed injured or  have been taken to Isengard  during the making of the video.﻿,taking the hobbits to isengard,2
UgxtrWVSEn_bz2qpznp4AaABAg,kshitijsrivastava6440,2025-01-11T10:32:09,Now this video is old enough to vote and drive,taking the hobbits to isengard,2
Ugy9mpYeOMnKxhHYJ1t4AaABAg,Flywolf33,2024-06-10T02:12:37,Saw the extended remastered Two Towers in theaters today and you know it's a lotr crowd when everybody giggled at that scene. Also when Aragorn kicked the helmet,taking the hobbits to isengard,2
UgzdFlzfyKju_BXnRZl4AaABAg,genericallyentertaining,2020-04-30T23:08:42,It saddens me that out of seven billion people on Earth only thirty-one million have seen his.,taking the hobbits to isengard,2
Ugwk_OADElaQPw7jVPp4AaABAg,Paragon13,2020-06-06T01:52:12,Okay everyone keeps saying “you searched for this”. I didn’t.     I found it in my liked videos playlist.,taking the hobbits to isengard,2
UgzKK0D_SvinFZvFFWt4AaABAg,Finkemeister,2024-12-07T19:04:39,1:42 Oh but i will...,taking the hobbits to isengard,2
UgxlFqNdhv5rY6THCFh4AaABAg,PrincessBulma97,2020-10-26T14:53:00,extroverts during lockdown: losing their minds introverts during lockdown: dancing to this,taking the hobbits to isengard,2
UggWPJKThks0engCoAEC,kyro-jaxxsonofkosmos23,2017-06-05T10:44:33,One of the oldest internet phenomenons!,taking the hobbits to isengard,2
UgxMxos8ajAMhRuPnQV4AaABAg,maddin3252,2020-03-25T19:59:02,me: coming home totaly drunk at 3 am and just wanna go to bed youtube: wanna take the hobbits to isengard? me: say no more,taking the hobbits to isengard,2
UgzUApn2pXw8MooySut4AaABAg,jacobfont8084,2025-01-10T12:04:39,Been watching these on repeat for some while now. Trying to be back in simpler times and I couldn’t not not come back to this classic.. sad how fast time passes truly. Thankful we have these time portal disk to go back and forget for a while.   Rest in peace Erwin.  Thanks for the smile I have now!,taking the hobbits to isengard,2
UgwQpOd0IMwtvsHmS894AaABAg,Zeurgthegreat,2020-12-05T02:15:02,Have you heard?  They’re taking the Hobbits to Isengard.,taking the hobbits to isengard,2
UghKzSMf7xAM93gCoAEC,ZacharyBletscher,2016-06-09T05:10:53,10 years later... they're *still* taking the hobbits to Isengard.,taking the hobbits to isengard,2
UgxlSkRhY0UTrp0b9Mp4AaABAg,snowflakepillow8697,2021-07-17T08:45:12,"Low key ""Tell me where is Gandalf? / For I much desire to speak with him."" Is the best part",taking the hobbits to isengard,2
Ugzqwqe8Qsi0tyF-Nox4AaABAg,HypersonicBeaver,2025-01-16T06:27:39,My brain randomly in the morning: THEY ARE TAKING THE HOBBITS TO ISENGARD,taking the hobbits to isengard,2
UgxFmlPCuPzGHp02k4N4AaABAg,vorpalkickass8825,2024-02-10T13:46:03,17 years ago... 17 damn years ago... How time flies... and yet here I am. And this still is just as amusing as it was the first time. Classics truly never die do they?,taking the hobbits to isengard,2
UgyvZlzH3olBooG_gGN4AaABAg,NostalgiaMan,2021-04-08T04:02:52,My first youtube channel was in 2009 and this was slamming back then. What a treasure,taking the hobbits to isengard,2
